dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,count_lagged_week
2011-07-06,3,7,7,0,3,1,2,0.72,0.697,0.79,0.0,312,336.0
2011-07-06,3,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,428,540.0
2011-07-06,3,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,189,221.0
2011-07-06,3,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,43,126.0
2011-07-06,3,7,11,0,3,1,2,0.72,0.697,0.74,0.0,127,170.0
2011-07-06,3,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,152,243.0
2011-07-06,3,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,140,231.0
2011-07-06,3,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,163,188.0
2011-07-06,3,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,185,189.0
2011-07-06,3,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,275,328.0
2011-07-06,3,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,596,570.0
2011-07-06,3,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,563,588.0
2011-07-06,3,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,394,401.0
2011-07-06,3,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,312,333.0
2011-07-06,3,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,241,221.0
2011-07-06,3,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,186,183.0
2011-07-06,3,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,98,129.0
2011-07-07,3,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,35,54.0
2011-07-07,3,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,16,32.0
2011-07-07,3,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,8,8.0
2011-07-07,3,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,4,9.0
2011-07-07,3,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,4,6.0
2011-07-07,3,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,32,25.0
2011-07-07,3,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,118,123.0
2011-07-07,3,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,292,320.0
2011-07-07,3,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,443,555.0
2011-07-07,3,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,179,260.0
2011-07-07,3,7,10,0,4,1,1,0.78,0.7424,0.62,0.0,101,132.0
2011-07-07,3,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,142,169.0
2011-07-07,3,7,12,0,4,1,1,0.84,0.7727,0.41,0.0,171,233.0
2011-07-07,3,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,155,232.0
2011-07-07,3,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,160,163.0
2011-07-07,3,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,166,240.0
2011-07-07,3,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,265,323.0
2011-07-07,3,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,569,594.0
2011-07-07,3,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,562,586.0
2011-07-07,3,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,365,455.0
2011-07-07,3,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,285,340.0
2011-07-07,3,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,209,323.0
2011-07-07,3,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,182,207.0
2011-07-07,3,7,23,0,4,1,1,0.72,0.6818,0.66,0.0,129,126.0
2011-07-08,3,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,47,68.0
2011-07-08,3,7,1,0,5,1,1,0.72,0.697,0.79,0.0,34,31.0
2011-07-08,3,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,22,13.0
2011-07-08,3,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,6,11.0
2011-07-08,3,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,11,6.0
2011-07-08,3,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,27,30.0
2011-07-08,3,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,102,108.0
2011-07-08,3,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,332,243.0
2011-07-08,3,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,457,492.0
2011-07-08,3,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,241,260.0
2011-07-08,3,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,138,170.0
2011-07-08,3,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,165,214.0
2011-07-08,3,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,213,263.0
2011-07-08,3,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,229,292.0
2011-07-08,3,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,216,303.0
2011-07-08,3,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,141,381.0
2011-07-08,3,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,132,427.0
2011-07-08,3,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,167,461.0
2011-07-08,3,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,316,422.0
2011-07-08,3,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,270,318.0
2011-07-08,3,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,250,269.0
2011-07-08,3,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,204,218.0
2011-07-08,3,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,169,222.0
2011-07-08,3,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,151,140.0
2011-07-09,3,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,121,115.0
2011-07-09,3,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,53,78.0
2011-07-09,3,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,55,52.0
2011-07-09,3,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,30,26.0
2011-07-09,3,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,6,11.0
2011-07-09,3,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,15,14.0
2011-07-09,3,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,38,32.0
2011-07-09,3,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,71,45.0
2011-07-09,3,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,182,132.0
2011-07-09,3,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,247,179.0
2011-07-09,3,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,264,271.0
2011-07-09,3,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,290,357.0
2011-07-09,3,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,366,374.0
2011-07-09,3,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,416,404.0
2011-07-09,3,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,373,392.0
2011-07-09,3,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,402,331.0
2011-07-09,3,7,16,0,6,0,1,0.82,0.7273,0.38,0.0,416,398.0
2011-07-09,3,7,17,0,6,0,1,0.84,0.7273,0.32,0.0,401,349.0
2011-07-09,3,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,378,383.0
2011-07-09,3,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,306,305.0
2011-07-09,3,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,314,284.0
2011-07-09,3,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,238,232.0
2011-07-09,3,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,214,201.0
2011-07-09,3,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,140,154.0
2011-07-10,3,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,154,144.0
2011-07-10,3,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,113,78.0
2011-07-10,3,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,96,69.0
2011-07-10,3,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,25,33.0
2011-07-10,3,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,5,5.0
2011-07-10,3,7,5,0,0,0,1,0.66,0.6212,0.74,0.0,17,1.0
2011-07-10,3,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,25,3.0
2011-07-10,3,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,65,25.0
2011-07-10,3,7,8,0,0,0,1,0.72,0.6818,0.66,0.0,92,92.0
2011-07-10,3,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,169,181.0
2011-07-10,3,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,268,264.0
2011-07-10,3,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,287,390.0
2011-07-10,3,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,377,404.0
2011-07-10,3,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,367,421.0
2011-07-10,3,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,349,375.0
2011-07-10,3,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,361,376.0
2011-07-10,3,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,372,414.0
2011-07-10,3,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,363,358.0
2011-07-10,3,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,363,181.0
2011-07-10,3,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,303,183.0
2011-07-10,3,7,20,0,0,0,1,0.76,0.697,0.55,0.194,268,176.0
2011-07-10,3,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,227,167.0
2011-07-10,3,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,143,162.0
2011-07-10,3,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,72,147.0
2011-07-11,3,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,35,140.0
2011-07-11,3,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,10,119.0
2011-07-11,3,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,12,63.0
2011-07-11,3,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,10,26.0
2011-07-11,3,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,4,12.0
2011-07-11,3,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,26,4.0
2011-07-11,3,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,121,16.0
2011-07-11,3,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,317,36.0
2011-07-11,3,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,420,86.0
2011-07-11,3,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,208,238.0
2011-07-11,3,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,117,280.0
2011-07-11,3,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,128,349.0
2011-07-11,3,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,148,447.0
2011-07-11,3,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,141,423.0
2011-07-11,3,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,134,408.0
2011-07-11,3,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,146,408.0
2011-07-11,3,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,239,452.0
2011-07-11,3,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,514,436.0
2011-07-11,3,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,472,418.0
2011-07-11,3,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,373,375.0
2011-07-11,3,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,236,386.0
2011-07-11,3,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,130,457.0
2011-07-11,3,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,90,326.0
2011-07-11,3,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,55,138.0
2011-07-12,3,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,22,55.0
2011-07-12,3,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,14,39.0
2011-07-12,3,7,2,0,2,1,1,0.7,0.6667,0.79,0.1045,9,13.0
2011-07-12,3,7,3,0,2,1,2,0.7,0.6667,0.79,0.0,8,8.0
2011-07-12,3,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,6,5.0
2011-07-12,3,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,25,20.0
2011-07-12,3,7,6,0,2,1,1,0.74,0.6818,0.58,0.2239,115,94.0
2011-07-12,3,7,7,0,2,1,1,0.76,0.697,0.55,0.194,330,270.0
2011-07-12,3,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,417,432.0
2011-07-12,3,7,9,0,2,1,1,0.78,0.7273,0.55,0.4925,176,227.0
2011-07-12,3,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,123,139.0
2011-07-12,3,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,125,172.0
2011-07-12,3,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,163,201.0
2011-07-12,3,7,13,0,2,1,1,0.86,0.803,0.47,0.2239,136,203.0
2011-07-12,3,7,14,0,2,1,1,0.9,0.8485,0.42,0.2985,124,178.0
2011-07-12,3,7,15,0,2,1,1,0.9,0.8485,0.42,0.3582,148,162.0
2011-07-12,3,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,202,281.0
2011-07-12,3,7,17,0,2,1,1,0.88,0.8182,0.44,0.2836,428,545.0
2011-07-12,3,7,18,0,2,1,1,0.86,0.803,0.47,0.2985,511,496.0
2011-07-12,3,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,337,368.0
2011-07-12,3,7,20,0,2,1,1,0.82,0.7424,0.43,0.194,308,284.0
2011-07-12,3,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,258,245.0
2011-07-12,3,7,22,0,2,1,1,0.8,0.7273,0.46,0.1343,194,155.0
2011-07-12,3,7,23,0,2,1,1,0.78,0.7121,0.52,0.0,79,73.0
2011-07-13,3,7,0,0,3,1,1,0.76,0.7121,0.62,0.0,46,37.0
2011-07-13,3,7,1,0,3,1,1,0.76,0.697,0.55,0.0,12,15.0
2011-07-13,3,7,2,0,3,1,1,0.76,0.697,0.55,0.0,5,5.0
2011-07-13,3,7,3,0,3,1,1,0.74,0.6818,0.58,0.194,4,6.0
2011-07-13,3,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,5,6.0
2011-07-13,3,7,5,0,3,1,1,0.74,0.6818,0.58,0.194,26,35.0
2011-07-13,3,7,6,0,3,1,1,0.74,0.6818,0.58,0.1642,121,121.0
2011-07-13,3,7,7,0,3,1,1,0.76,0.697,0.55,0.2537,313,312.0
2011-07-13,3,7,8,0,3,1,1,0.8,0.7424,0.49,0.2537,449,428.0
2011-07-13,3,7,9,0,3,1,1,0.82,0.7424,0.41,0.194,186,189.0
2011-07-13,3,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,113,43.0
2011-07-13,3,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,165,127.0
2011-07-13,3,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836,174,152.0
2011-07-13,3,7,13,0,3,1,3,0.82,0.7576,0.46,0.1343,158,140.0
2011-07-13,3,7,14,0,3,1,3,0.82,0.7576,0.46,0.1343,116,163.0
2011-07-13,3,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,46,185.0
2011-07-13,3,7,16,0,3,1,2,0.66,0.5909,0.89,0.0,141,275.0
2011-07-13,3,7,17,0,3,1,1,0.7,0.6667,0.79,0.0,488,596.0
2011-07-13,3,7,18,0,3,1,1,0.72,0.697,0.79,0.1343,463,563.0
2011-07-13,3,7,19,0,3,1,1,0.7,0.6667,0.79,0.1045,419,394.0
2011-07-13,3,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,342,312.0
2011-07-13,3,7,21,0,3,1,1,0.7,0.6667,0.79,0.1045,250,241.0
2011-07-13,3,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,184,186.0
2011-07-13,3,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,116,98.0
2011-07-14,3,7,0,0,4,1,1,0.66,0.6212,0.69,0.2985,46,35.0
2011-07-14,3,7,1,0,4,1,1,0.66,0.6212,0.61,0.2537,25,16.0
2011-07-14,3,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,10,8.0
2011-07-14,3,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,6,4.0
2011-07-14,3,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537,6,4.0
2011-07-14,3,7,5,0,4,1,1,0.6,0.6212,0.56,0.2239,28,32.0
2011-07-14,3,7,6,0,4,1,1,0.6,0.6061,0.6,0.2239,130,118.0
2011-07-14,3,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,334,292.0
2011-07-14,3,7,8,0,4,1,1,0.64,0.6212,0.5,0.3582,486,443.0
2011-07-14,3,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,224,179.0
2011-07-14,3,7,10,0,4,1,1,0.7,0.6364,0.42,0.2537,127,101.0
2011-07-14,3,7,11,0,4,1,1,0.72,0.6515,0.37,0.2239,148,142.0
2011-07-14,3,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,223,171.0
2011-07-14,3,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,177,155.0
2011-07-14,3,7,14,0,4,1,1,0.74,0.6515,0.35,0.2836,178,160.0
2011-07-14,3,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985,180,166.0
2011-07-14,3,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,274,265.0
2011-07-14,3,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343,595,569.0
2011-07-14,3,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,578,562.0
2011-07-14,3,7,19,0,4,1,1,0.72,0.6515,0.39,0.2239,400,365.0
2011-07-14,3,7,20,0,4,1,1,0.7,0.6364,0.42,0.2239,348,285.0
2011-07-14,3,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,261,209.0
2011-07-14,3,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896,176,182.0
2011-07-14,3,7,23,0,4,1,1,0.64,0.6061,0.65,0.2537,124,129.0
2011-07-15,3,7,0,0,5,1,1,0.62,0.5909,0.73,0.2239,80,47.0
2011-07-15,3,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,20,34.0
2011-07-15,3,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,38,22.0
2011-07-15,3,7,3,0,5,1,1,0.6,0.5909,0.73,0.194,7,6.0
2011-07-15,3,7,4,0,5,1,1,0.6,0.5909,0.73,0.1642,10,11.0
2011-07-15,3,7,5,0,5,1,1,0.6,0.5909,0.73,0.1343,23,27.0
2011-07-15,3,7,6,0,5,1,2,0.6,0.5909,0.73,0.1045,120,102.0
2011-07-15,3,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,274,332.0
2011-07-15,3,7,8,0,5,1,1,0.64,0.6061,0.65,0.2537,564,457.0
2011-07-15,3,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,207,241.0
2011-07-15,3,7,10,0,5,1,2,0.66,0.6212,0.61,0.1642,166,138.0
2011-07-15,3,7,11,0,5,1,1,0.7,0.6515,0.54,0.1343,210,165.0
2011-07-15,3,7,12,0,5,1,1,0.7,0.6515,0.48,0.194,238,213.0
2011-07-15,3,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,247,229.0
2011-07-15,3,7,14,0,5,1,1,0.7,0.6515,0.51,0.194,265,216.0
2011-07-15,3,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,237,141.0
2011-07-15,3,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,361,132.0
2011-07-15,3,7,17,0,5,1,1,0.74,0.6667,0.42,0.2537,587,167.0
2011-07-15,3,7,18,0,5,1,1,0.72,0.6515,0.45,0.2239,496,316.0
2011-07-15,3,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,394,270.0
2011-07-15,3,7,20,0,5,1,1,0.7,0.6515,0.51,0.2239,343,250.0
2011-07-15,3,7,21,0,5,1,1,0.66,0.6212,0.54,0.1045,261,204.0
2011-07-15,3,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,223,169.0
2011-07-15,3,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,167,151.0
2011-07-16,3,7,0,0,6,0,1,0.62,0.6061,0.65,0.194,110,121.0
2011-07-16,3,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,75,53.0
2011-07-16,3,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,58,55.0
2011-07-16,3,7,3,0,6,0,1,0.6,0.5758,0.78,0.1343,26,30.0
2011-07-16,3,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,16,6.0
2011-07-16,3,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,10,15.0
2011-07-16,3,7,6,0,6,0,1,0.6,0.5758,0.78,0.1642,37,38.0
2011-07-16,3,7,7,0,6,0,1,0.62,0.5909,0.73,0.1343,52,71.0
2011-07-16,3,7,8,0,6,0,1,0.66,0.6212,0.65,0.1642,127,182.0
2011-07-16,3,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,222,247.0
2011-07-16,3,7,10,0,6,0,1,0.72,0.6667,0.54,0.194,322,264.0
2011-07-16,3,7,11,0,6,0,1,0.74,0.6667,0.48,0.2239,396,290.0
2011-07-16,3,7,12,0,6,0,1,0.76,0.6818,0.43,0.2836,463,366.0
2011-07-16,3,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985,497,416.0
2011-07-16,3,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,433,373.0
2011-07-16,3,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,428,402.0
2011-07-16,3,7,16,0,6,0,1,0.76,0.6818,0.45,0.2836,425,416.0
2011-07-16,3,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,475,401.0
2011-07-16,3,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,428,378.0
2011-07-16,3,7,19,0,6,0,1,0.74,0.6818,0.48,0.194,406,306.0
2011-07-16,3,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,296,314.0
2011-07-16,3,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,252,238.0
2011-07-16,3,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,201,214.0
2011-07-16,3,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,168,140.0
2011-07-17,3,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,125,154.0
2011-07-17,3,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,102,113.0
2011-07-17,3,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,94,96.0
2011-07-17,3,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,47,25.0
2011-07-17,3,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,10,5.0
2011-07-17,3,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,12,17.0
2011-07-17,3,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,21,25.0
2011-07-17,3,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,50,65.0
2011-07-17,3,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,118,92.0
2011-07-17,3,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,184,169.0
2011-07-17,3,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,304,268.0
2011-07-17,3,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,391,287.0
2011-07-17,3,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,420,377.0
2011-07-17,3,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,472,367.0
2011-07-17,3,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,430,349.0
2011-07-17,3,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,324,361.0
2011-07-17,3,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,317,372.0
2011-07-17,3,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,369,363.0
2011-07-17,3,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,390,363.0
2011-07-17,3,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,379,303.0
2011-07-17,3,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,262,268.0
2011-07-17,3,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,207,227.0
2011-07-17,3,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,181,143.0
2011-07-17,3,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,93,72.0
2011-07-18,3,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,51,35.0
2011-07-18,3,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,25,10.0
2011-07-18,3,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,10,12.0
2011-07-18,3,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,7,10.0
2011-07-18,3,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,4,4.0
2011-07-18,3,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,17,26.0
2011-07-18,3,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,105,121.0
2011-07-18,3,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,277,317.0
2011-07-18,3,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,347,420.0
2011-07-18,3,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,203,208.0
2011-07-18,3,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,130,117.0
2011-07-18,3,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,141,128.0
2011-07-18,3,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,165,148.0
2011-07-18,3,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,152,141.0
2011-07-18,3,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,138,134.0
2011-07-18,3,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,164,146.0
2011-07-18,3,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,265,239.0
2011-07-18,3,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,545,514.0
2011-07-18,3,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,558,472.0
2011-07-18,3,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,398,373.0
2011-07-18,3,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,323,236.0
2011-07-18,3,7,21,0,1,1,1,0.74,0.697,0.66,0.194,202,130.0
2011-07-18,3,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,140,90.0
2011-07-18,3,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,91,55.0
2011-07-19,3,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,51,22.0
2011-07-19,3,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,13,14.0
2011-07-19,3,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,13,9.0
2011-07-19,3,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,3,8.0
2011-07-19,3,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,5,6.0
2011-07-19,3,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,19,25.0
2011-07-19,3,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,134,115.0
