,target,fem,ment,phd,mar,kid5
713,1,1,6.0000005,2.8699999,0,0
714,0,1,3.999999,2.96,0,0
715,0,1,10.9999971,3.47,1,0
716,4,1,7.9999986,3.1900001,1,0
717,0,1,3.0,2.8599999,1,1
718,2,1,15.9999981,2.52,1,0
719,1,1,6.0000005,4.29,0,0
720,1,1,0.0,1.255,0,0
721,0,1,1.9999999,1.83,1,0
722,3,1,12.0,4.29,0,0
723,0,1,7.9999986,2.96,1,0
724,1,1,0.9999999,2.3199999,1,0
725,0,1,10.9999971,1.22,1,1
726,1,1,10.9999971,4.29,1,0
727,1,1,1.9999999,4.25,0,0
728,2,1,36.0,2.55,0,0
729,1,1,10.9999971,1.95,1,0
730,0,1,1.9999999,3.6900001,0,0
731,1,1,25.0,4.29,0,0
732,2,1,4.9999981,3.1900001,1,0
733,4,1,12.0,3.54,1,1
734,4,1,4.9999981,3.54,1,0
735,0,1,7.9999986,3.54,1,1
736,3,1,0.9999999,1.86,1,1
737,4,1,3.0,4.6199999,0,0
738,1,1,15.9999981,4.6199999,1,0
739,3,1,9.999999,4.6199999,1,0
740,1,1,13.0,4.54,1,0
741,0,1,0.9999999,3.47,1,0
742,0,1,15.9999981,2.8599999,0,0
743,0,1,6.9999995,2.0,1,0
745,0,1,3.0,2.6099999,1,0
746,0,1,6.0000005,2.05,0,0
748,0,1,4.9999981,3.54,0,0
749,2,1,0.0,0.92,1,0
750,0,1,0.0,1.79,1,0
751,0,1,6.0000005,2.0,1,0
752,4,1,7.9999986,3.1500001,0,0
753,5,1,15.9999981,2.26,1,0
754,1,1,3.999999,2.26,0,0
755,6,1,0.9999999,4.29,1,0
756,1,1,21.0,4.29,1,0
757,1,1,9.0,4.54,0,0
759,0,1,1.9999999,2.52,0,0
760,3,1,9.999999,4.29,0,0
761,0,1,9.0,4.29,0,0
762,2,1,12.0,4.54,0,0
763,0,1,0.0,2.5,0,0
764,1,1,1.9999999,2.76,0,0
765,0,1,0.0,2.55,1,1
766,0,1,0.0,4.6199999,1,0
767,2,1,6.0000005,1.63,0,0
768,1,1,3.0,3.47,1,0
769,2,1,30.9999886,3.4100001,1,0
770,0,1,0.9999999,4.29,0,0
771,0,1,6.9999995,2.96,1,0
772,5,1,0.0,4.6199999,1,0
773,0,1,12.0,3.5899999,1,0
774,3,1,12.0,3.6900001,1,0
775,1,1,1.9999999,4.54,1,0
776,4,1,10.9999971,3.3399999,0,0
777,4,1,1.9999999,2.51,1,1
778,3,1,3.999999,3.1500001,1,0
779,1,1,3.0,3.1900001,1,0
780,1,1,17.9999981,3.1900001,0,0
781,1,1,1.9999999,3.8499999,0,0
782,2,1,3.999999,3.3399999,1,1
783,2,1,15.000001,4.29,0,0
784,2,1,3.999999,4.29,0,0
785,2,1,21.0,4.29,0,0
786,0,1,3.999999,4.29,1,1
787,0,1,0.0,2.96,1,0
788,0,1,0.9999999,1.78,1,0
789,1,1,17.0,3.54,1,2
790,0,1,3.0,3.6900001,1,0
791,3,1,1.9999999,3.3599999,0,0
792,0,1,1.9999999,3.54,1,0
793,0,1,0.9999999,3.54,1,1
794,3,1,3.0,1.22,1,1
795,1,1,3.999999,3.3599999,0,0
796,1,1,1.9999999,2.21,0,0
797,1,1,3.999999,2.25,0,0
798,2,1,17.0,4.6199999,1,1
799,1,1,4.9999981,3.5899999,1,0
800,0,1,0.9999999,4.29,1,0
801,2,1,1.9999999,2.1199999,0,0
802,2,1,3.0,2.26,0,0
803,4,1,3.0,2.26,1,0
804,0,1,4.9999981,4.29,0,0
805,3,1,3.0,3.5899999,1,1
806,1,1,13.0,4.29,1,2
807,1,1,1.9999999,2.0,0,0
808,0,1,0.0,1.97,1,2
809,0,1,7.9999986,3.9200001,1,0
810,4,1,39.0,2.8599999,0,0
811,2,1,26.0,2.8299999,0,0
812,3,1,3.0,3.3599999,1,1
813,4,1,22.9999962,2.5599999,0,0
814,1,1,7.9999986,1.63,0,0
815,3,1,22.0,4.6199999,0,0
816,1,1,4.9999981,4.6199999,0,0
817,3,1,21.0,4.29,1,0
818,0,1,6.0000005,4.29,1,1
819,2,1,3.999999,4.29,1,1
820,6,1,24.0000019,4.29,1,0
821,1,1,6.0000005,4.29,1,0
822,1,1,33.9999924,3.3599999,0,0
823,2,1,0.0,3.21,0,0
824,1,1,9.999999,2.0,0,0
825,2,1,1.9999999,3.21,1,2
826,2,1,3.0,2.5799999,1,2
827,0,1,3.0,2.5799999,1,0
828,0,1,0.9999999,2.8299999,0,0
829,1,1,6.0000005,3.1900001,0,0
830,1,1,3.0,3.47,0,0
831,2,1,22.9999962,4.6199999,1,0
832,4,1,13.0,4.25,1,0
833,2,1,4.9999981,1.86,1,0
834,0,1,9.0,4.29,1,1
835,0,1,9.0,3.3599999,0,0
836,2,1,9.999999,1.8,1,0
837,1,1,0.0,1.655,0,0
838,0,1,6.0000005,2.8599999,0,0
839,2,1,13.9999971,4.6199999,0,0
840,0,1,3.0,4.29,0,0
841,4,1,4.9999981,2.3599999,1,0
842,1,1,10.9999971,1.8099999,1,0
843,1,1,32.0000114,3.5899999,1,0
844,0,1,9.999999,1.76,0,0
845,1,1,4.9999981,2.0,1,0
846,5,1,13.9999971,3.5899999,0,0
847,3,1,6.0000005,2.26,1,0
849,1,1,3.999999,1.76,1,1
850,1,1,0.9999999,3.5899999,1,0
851,0,1,0.9999999,3.5899999,1,0
852,1,1,4.9999981,2.8299999,1,1
853,1,1,1.9999999,2.5799999,0,0
854,1,1,17.9999981,4.6199999,1,0
855,1,1,15.000001,2.3199999,0,0
856,0,1,0.0,2.3900001,1,0
857,3,1,22.0,2.96,1,0
858,0,1,10.9999971,2.1199999,0,0
860,1,1,3.0,2.25,1,0
861,1,1,7.9999986,1.76,1,0
862,6,1,12.0,4.54,0,0
863,2,1,9.999999,3.6900001,1,1
864,0,1,1.9999999,1.25,0,0
865,1,1,4.9999981,1.25,1,0
866,0,1,3.999999,3.1900001,1,0
867,0,1,0.0,2.5799999,1,2
868,2,1,6.9999995,2.0,1,1
869,0,1,0.9999999,2.76,0,0
870,2,1,3.999999,2.54,0,0
871,0,1,0.0,3.1900001,0,0
872,1,1,9.0,3.0899999,1,2
873,2,1,3.999999,3.1900001,0,0
874,0,1,0.0,3.0899999,0,0
875,2,1,7.9999986,2.26,0,0
876,1,1,9.0,2.26,1,1
877,2,1,7.9999986,3.3599999,1,0
878,1,1,9.0,3.1500001,1,0
879,0,1,3.999999,4.54,1,0
880,2,1,0.0,3.5899999,1,0
882,1,1,1.9999999,2.8599999,1,1
883,0,1,6.0000005,2.26,1,0
884,2,1,3.999999,3.47,1,1
885,0,1,0.0,2.76,1,0
886,0,1,1.9999999,3.5899999,1,2
887,5,1,13.0,3.75,0,0
888,1,1,1.9999999,2.5799999,1,2
889,2,1,1.9999999,3.5899999,1,1
890,3,1,15.9999981,1.89,1,2
891,7,1,9.0,3.1500001,0,0
892,5,1,12.0,2.8699999,0,0
893,0,1,0.9999999,2.1199999,1,2
894,1,1,3.999999,4.6199999,1,0
895,0,1,0.0,2.3900001,0,0
897,0,1,4.9999981,1.8099999,1,0
898,4,1,7.9999986,2.3199999,0,0
899,0,1,15.000001,2.3900001,0,0
900,3,1,6.0000005,3.75,1,0
901,0,1,0.0,2.0,0,0
902,0,1,13.9999971,3.5899999,1,1
903,2,1,4.9999981,4.29,0,0
904,0,1,0.0,2.5799999,1,0
905,0,1,4.9999981,4.6199999,1,0
906,0,1,3.0,1.505,0,0
907,2,1,3.999999,3.75,1,0
908,0,1,3.999999,3.75,1,2
909,1,1,0.0,1.75,1,0
910,1,1,0.0,2.1199999,1,0
911,2,1,4.9999981,3.75,0,0
912,0,1,0.0,0.755,0,0
913,1,1,6.9999995,2.25,0,0
914,1,1,3.0,3.1900001,0,0
